Year,Year ending,Local Government Area,Age Group,AFM Counter
2022,June,Pyrenees,25 - 34 years,10
2022,June,Pyrenees,35 - 44 years,15
2022,June,Pyrenees,45 - 54 years,16
2022,June,Pyrenees,55+ years,30
2022,June,Queenscliffe,00 - 17 years,
2022,June,Queenscliffe,25 - 34 years,
2022,June,Queenscliffe,35 - 44 years,
2022,June,Queenscliffe,45 - 54 years,
2022,June,Queenscliffe,55+ years,
2022,June,South Gippsland,00 - 17 years,42
2022,June,South Gippsland,18 - 24 years,59
2022,June,South Gippsland,25 - 34 years,106
2022,June,South Gippsland,35 - 44 years,123
2022,June,South Gippsland,45 - 54 years,101
2022,June,South Gippsland,55+ years,99
2022,June,Southern Grampians,00 - 17 years,22
2022,June,Southern Grampians,18 - 24 years,53
2022,June,Southern Grampians,25 - 34 years,47
2022,June,Southern Grampians,35 - 44 years,50
2022,June,Southern Grampians,45 - 54 years,31
2022,June,Southern Grampians,55+ years,34
2022,June,Stonnington,00 - 17 years,78
2022,June,Stonnington,18 - 24 years,99
2022,June,Stonnington,25 - 34 years,225
2022,June,Stonnington,35 - 44 years,219
2022,June,Stonnington,45 - 54 years,177
2022,June,Stonnington,55+ years,91
2022,June,Strathbogie,00 - 17 years,18
2022,June,Strathbogie,18 - 24 years,8
2022,June,Strathbogie,25 - 34 years,29
2022,June,Strathbogie,35 - 44 years,55
2022,June,Strathbogie,45 - 54 years,29
2022,June,Strathbogie,55+ years,25
2022,June,Surf Coast,00 - 17 years,24
2022,June,Surf Coast,18 - 24 years,23
2022,June,Surf Coast,25 - 34 years,51
2022,June,Surf Coast,35 - 44 years,91
2022,June,Surf Coast,45 - 54 years,64
2022,June,Surf Coast,55+ years,49
2022,June,Swan Hill,00 - 17 years,52
2022,June,Swan Hill,18 - 24 years,84
2022,June,Swan Hill,25 - 34 years,166
2022,June,Swan Hill,35 - 44 years,110
2022,June,Swan Hill,45 - 54 years,100
2022,June,Swan Hill,55+ years,82
2022,June,Towong,00 - 17 years,6
2022,June,Towong,18 - 24 years,6
2022,June,Towong,25 - 34 years,5
2022,June,Towong,35 - 44 years,2
2022,June,Towong,45 - 54 years,9
2022,June,Towong,55+ years,2
2022,June,Wangaratta,00 - 17 years,75
2022,June,Wangaratta,18 - 24 years,77
2022,June,Wangaratta,25 - 34 years,135
2022,June,Wangaratta,35 - 44 years,141
2022,June,Wangaratta,45 - 54 years,106
2022,June,Wangaratta,55+ years,78
2022,June,Warrnambool,00 - 17 years,69
2022,June,Warrnambool,18 - 24 years,99
2022,June,Warrnambool,25 - 34 years,170
2022,June,Warrnambool,35 - 44 years,133
2022,June,Warrnambool,45 - 54 years,115
2022,June,Warrnambool,55+ years,61
2022,June,Wellington,00 - 17 years,130
2022,June,Wellington,18 - 24 years,132
2022,June,Wellington,25 - 34 years,267
2022,June,Wellington,35 - 44 years,281
2022,June,Wellington,45 - 54 years,194
2022,June,Wellington,55+ years,206
2022,June,West Wimmera,00 - 17 years,4
2022,June,West Wimmera,18 - 24 years,2
2022,June,West Wimmera,25 - 34 years,7
2022,June,West Wimmera,35 - 44 years,14
2022,June,West Wimmera,45 - 54 years,8
2022,June,West Wimmera,55+ years,9
2022,June,Whitehorse,00 - 17 years,166
2022,June,Whitehorse,18 - 24 years,152
2022,June,Whitehorse,25 - 34 years,297
2022,June,Whitehorse,35 - 44 years,277
2022,June,Whitehorse,45 - 54 years,230
2022,June,Whitehorse,55+ years,245
2022,June,Whittlesea,00 - 17 years,158
2022,June,Whittlesea,18 - 24 years,321
2022,June,Whittlesea,25 - 34 years,785
2022,June,Whittlesea,35 - 44 years,761
2022,June,Whittlesea,45 - 54 years,508
2022,June,Whittlesea,55+ years,391
2022,June,Wodonga,00 - 17 years,139
2022,June,Wodonga,18 - 24 years,136
2022,June,Wodonga,25 - 34 years,230
2022,June,Wodonga,35 - 44 years,189
2022,June,Wodonga,45 - 54 years,115
2022,June,Wodonga,55+ years,99
2022,June,Wyndham,00 - 17 years,291
2022,June,Wyndham,18 - 24 years,540
2022,June,Wyndham,25 - 34 years,1203
2022,June,Wyndham,35 - 44 years,1046
2022,June,Wyndham,45 - 54 years,529
2022,June,Wyndham,55+ years,370
2022,June,Yarra,00 - 17 years,71
2022,June,Yarra,18 - 24 years,140
2022,June,Yarra,25 - 34 years,314
2022,June,Yarra,35 - 44 years,222
2022,June,Yarra,45 - 54 years,228
2022,June,Yarra,55+ years,142
2022,June,Yarra Ranges,00 - 17 years,218
2022,June,Yarra Ranges,18 - 24 years,173
2022,June,Yarra Ranges,25 - 34 years,383
2022,June,Yarra Ranges,35 - 44 years,438
2022,June,Yarra Ranges,45 - 54 years,401
2022,June,Yarra Ranges,55+ years,332
2022,June,Yarriambiack,00 - 17 years,20
2022,June,Yarriambiack,18 - 24 years,6
2022,June,Yarriambiack,25 - 34 years,24
2022,June,Yarriambiack,35 - 44 years,20
2022,June,Yarriambiack,45 - 54 years,18
2022,June,Yarriambiack,55+ years,9
2021,June,Alpine,00 - 17 years,19
2021,June,Alpine,18 - 24 years,11
2021,June,Alpine,25 - 34 years,28
2021,June,Alpine,35 - 44 years,42
2021,June,Alpine,45 - 54 years,25
2021,June,Alpine,55+ years,28
2021,June,Ararat,00 - 17 years,26
2021,June,Ararat,18 - 24 years,53
2021,June,Ararat,25 - 34 years,79
2021,June,Ararat,35 - 44 years,74
2021,June,Ararat,45 - 54 years,59
2021,June,Ararat,55+ years,36
2021,June,Ballarat,00 - 17 years,187
2021,June,Ballarat,18 - 24 years,385
2021,June,Ballarat,25 - 34 years,624
2021,June,Ballarat,35 - 44 years,508
2021,June,Ballarat,45 - 54 years,415
2021,June,Ballarat,55+ years,223
2021,June,Banyule,00 - 17 years,104
2021,June,Banyule,18 - 24 years,135
2021,June,Banyule,25 - 34 years,257
2021,June,Banyule,35 - 44 years,358
2021,June,Banyule,45 - 54 years,236
2021,June,Banyule,55+ years,250
2021,June,Bass Coast,00 - 17 years,71
2021,June,Bass Coast,18 - 24 years,100
2021,June,Bass Coast,25 - 34 years,220
2021,June,Bass Coast,35 - 44 years,203
2021,June,Bass Coast,45 - 54 years,178
2021,June,Bass Coast,55+ years,183
2021,June,Baw Baw,00 - 17 years,81
2021,June,Baw Baw,18 - 24 years,141
2021,June,Baw Baw,25 - 34 years,250
2021,June,Baw Baw,35 - 44 years,226
2021,June,Baw Baw,45 - 54 years,174
2021,June,Baw Baw,55+ years,146
2021,June,Bayside,00 - 17 years,79
2021,June,Bayside,18 - 24 years,48
2021,June,Bayside,25 - 34 years,116
2021,June,Bayside,35 - 44 years,177
2021,June,Bayside,45 - 54 years,178
2021,June,Bayside,55+ years,133
2021,June,Benalla,00 - 17 years,59
2021,June,Benalla,18 - 24 years,48
2021,June,Benalla,25 - 34 years,89
2021,June,Benalla,35 - 44 years,93
2021,June,Benalla,45 - 54 years,44
2021,June,Benalla,55+ years,51
2021,June,Boroondara,00 - 17 years,131
2021,June,Boroondara,18 - 24 years,104
2021,June,Boroondara,25 - 34 years,185
2021,June,Boroondara,35 - 44 years,148
2021,June,Boroondara,45 - 54 years,197
2021,June,Boroondara,55+ years,201
2021,June,Brimbank,00 - 17 years,162
2021,June,Brimbank,18 - 24 years,359
2021,June,Brimbank,25 - 34 years,676
2021,June,Brimbank,35 - 44 years,754
2021,June,Brimbank,45 - 54 years,485
2021,June,Brimbank,55+ years,526
2021,June,Buloke,00 - 17 years,4
2021,June,Buloke,18 - 24 years,9
2021,June,Buloke,25 - 34 years,10
2021,June,Buloke,35 - 44 years,17
2021,June,Buloke,45 - 54 years,17
2021,June,Buloke,55+ years,15
2021,June,Campaspe,00 - 17 years,91
2021,June,Campaspe,18 - 24 years,108
2021,June,Campaspe,25 - 34 years,199
2021,June,Campaspe,35 - 44 years,152
2021,June,Campaspe,45 - 54 years,122
2021,June,Campaspe,55+ years,96
2021,June,Cardinia,00 - 17 years,131
2021,June,Cardinia,18 - 24 years,210
2021,June,Cardinia,25 - 34 years,417
2021,June,Cardinia,35 - 44 years,405
2021,June,Cardinia,45 - 54 years,221
2021,June,Cardinia,55+ years,154
2021,June,Casey,00 - 17 years,357
2021,June,Casey,18 - 24 years,770
2021,June,Casey,25 - 34 years,1447
2021,June,Casey,35 - 44 years,1324
2021,June,Casey,45 - 54 years,888
2021,June,Casey,55+ years,639
2021,June,Central Goldfields,00 - 17 years,35
2021,June,Central Goldfields,18 - 24 years,47
2021,June,Central Goldfields,25 - 34 years,67
2021,June,Central Goldfields,35 - 44 years,43
2021,June,Central Goldfields,45 - 54 years,65
2021,June,Central Goldfields,55+ years,59
2021,June,Colac-Otway,00 - 17 years,24
2021,June,Colac-Otway,18 - 24 years,57
2021,June,Colac-Otway,25 - 34 years,103
2021,June,Colac-Otway,35 - 44 years,100
2021,June,Colac-Otway,45 - 54 years,81
2021,June,Colac-Otway,55+ years,49
2021,June,Corangamite,00 - 17 years,9
2021,June,Corangamite,18 - 24 years,23
2021,June,Corangamite,25 - 34 years,38
2021,June,Corangamite,35 - 44 years,38
2021,June,Corangamite,45 - 54 years,14
2021,June,Corangamite,55+ years,23
2021,June,Darebin,00 - 17 years,91
2021,June,Darebin,18 - 24 years,217
2021,June,Darebin,25 - 34 years,437
2021,June,Darebin,35 - 44 years,457
2021,June,Darebin,45 - 54 years,327
2021,June,Darebin,55+ years,323
2021,June,East Gippsland,00 - 17 years,157
2021,June,East Gippsland,18 - 24 years,228
2021,June,East Gippsland,25 - 34 years,364
2021,June,East Gippsland,35 - 44 years,361
2021,June,East Gippsland,45 - 54 years,223
2021,June,East Gippsland,55+ years,213
2021,June,Frankston,00 - 17 years,214
2021,June,Frankston,18 - 24 years,271
2021,June,Frankston,25 - 34 years,657
2021,June,Frankston,35 - 44 years,706
2021,June,Frankston,45 - 54 years,498
2021,June,Frankston,55+ years,347
2021,June,Gannawarra,00 - 17 years,11
2021,June,Gannawarra,18 - 24 years,24
2021,June,Gannawarra,25 - 34 years,43
2021,June,Gannawarra,35 - 44 years,52
2021,June,Gannawarra,45 - 54 years,30
2021,June,Gannawarra,55+ years,30
2021,June,Glen Eira,00 - 17 years,138
2021,June,Glen Eira,18 - 24 years,110
2021,June,Glen Eira,25 - 34 years,193
2021,June,Glen Eira,35 - 44 years,255
2021,June,Glen Eira,45 - 54 years,220
2021,June,Glen Eira,55+ years,166
2021,June,Glenelg,00 - 17 years,39
2021,June,Glenelg,18 - 24 years,46
2021,June,Glenelg,25 - 34 years,77
2021,June,Glenelg,35 - 44 years,116
2021,June,Glenelg,45 - 54 years,85
2021,June,Glenelg,55+ years,65
2021,June,Golden Plains,00 - 17 years,30
2021,June,Golden Plains,18 - 24 years,13
2021,June,Golden Plains,25 - 34 years,26
2021,June,Golden Plains,35 - 44 years,51
2021,June,Golden Plains,45 - 54 years,43
2021,June,Golden Plains,55+ years,25
2021,June,Greater Bendigo,00 - 17 years,276
2021,June,Greater Bendigo,18 - 24 years,359
2021,June,Greater Bendigo,25 - 34 years,638
2021,June,Greater Bendigo,35 - 44 years,582
2021,June,Greater Bendigo,45 - 54 years,388
2021,June,Greater Bendigo,55+ years,270
2021,June,Greater Dandenong,00 - 17 years,186
2021,June,Greater Dandenong,18 - 24 years,371
2021,June,Greater Dandenong,25 - 34 years,749
2021,June,Greater Dandenong,35 - 44 years,653
2021,June,Greater Dandenong,45 - 54 years,470
2021,June,Greater Dandenong,55+ years,333
2021,June,Greater Geelong,00 - 17 years,335
2021,June,Greater Geelong,18 - 24 years,630
2021,June,Greater Geelong,25 - 34 years,1056
2021,June,Greater Geelong,35 - 44 years,945
2021,June,Greater Geelong,45 - 54 years,717
2021,June,Greater Geelong,55+ years,579
2021,June,Greater Shepparton,00 - 17 years,137
2021,June,Greater Shepparton,18 - 24 years,230
2021,June,Greater Shepparton,25 - 34 years,437
2021,June,Greater Shepparton,35 - 44 years,410
2021,June,Greater Shepparton,45 - 54 years,239
2021,June,Greater Shepparton,55+ years,154
2021,June,Hepburn,00 - 17 years,14
2021,June,Hepburn,18 - 24 years,18
2021,June,Hepburn,25 - 34 years,27
2021,June,Hepburn,35 - 44 years,55
2021,June,Hepburn,45 - 54 years,19
2021,June,Hepburn,55+ years,34
2021,June,Hindmarsh,00 - 17 years,12
2021,June,Hindmarsh,18 - 24 years,9
2021,June,Hindmarsh,25 - 34 years,43
2021,June,Hindmarsh,35 - 44 years,16
2021,June,Hindmarsh,45 - 54 years,22
2021,June,Hindmarsh,55+ years,7
2021,June,Hobsons Bay,00 - 17 years,80
2021,June,Hobsons Bay,18 - 24 years,130
2021,June,Hobsons Bay,25 - 34 years,245
2021,June,Hobsons Bay,35 - 44 years,264
2021,June,Hobsons Bay,45 - 54 years,218
2021,June,Hobsons Bay,55+ years,134
2021,June,Horsham,00 - 17 years,55
2021,June,Horsham,18 - 24 years,103
2021,June,Horsham,25 - 34 years,140
2021,June,Horsham,35 - 44 years,97
2021,June,Horsham,45 - 54 years,83
2021,June,Horsham,55+ years,53
2021,June,Hume,00 - 17 years,363
2021,June,Hume,18 - 24 years,489
2021,June,Hume,25 - 34 years,1122
2021,June,Hume,35 - 44 years,949
2021,June,Hume,45 - 54 years,644
2021,June,Hume,55+ years,560
2021,June,Indigo,00 - 17 years,23
2021,June,Indigo,18 - 24 years,14
2021,June,Indigo,25 - 34 years,35
2021,June,Indigo,35 - 44 years,32
2021,June,Indigo,45 - 54 years,19
2021,June,Indigo,55+ years,35
2021,June,Kingston,00 - 17 years,187
2021,June,Kingston,18 - 24 years,153
2021,June,Kingston,25 - 34 years,328
2021,June,Kingston,35 - 44 years,409
2021,June,Kingston,45 - 54 years,312
2021,June,Kingston,55+ years,285
2021,June,Knox,00 - 17 years,216
2021,June,Knox,18 - 24 years,197
2021,June,Knox,25 - 34 years,450
2021,June,Knox,35 - 44 years,443
2021,June,Knox,45 - 54 years,329
2021,June,Knox,55+ years,284
2021,June,Latrobe,00 - 17 years,269
2021,June,Latrobe,18 - 24 years,418
2021,June,Latrobe,25 - 34 years,655
2021,June,Latrobe,35 - 44 years,553
2021,June,Latrobe,45 - 54 years,319
2021,June,Latrobe,55+ years,277
2021,June,Loddon,00 - 17 years,7
2021,June,Loddon,18 - 24 years,12
2021,June,Loddon,25 - 34 years,19
2021,June,Loddon,35 - 44 years,41
2021,June,Loddon,45 - 54 years,25
2021,June,Loddon,55+ years,31
2021,June,Macedon Ranges,00 - 17 years,41
2021,June,Macedon Ranges,18 - 24 years,30
2021,June,Macedon Ranges,25 - 34 years,93
2021,June,Macedon Ranges,35 - 44 years,100
2021,June,Macedon Ranges,45 - 54 years,114
2021,June,Macedon Ranges,55+ years,57
2021,June,Manningham,00 - 17 years,145
2021,June,Manningham,18 - 24 years,68
2021,June,Manningham,25 - 34 years,141
2021,June,Manningham,35 - 44 years,206
2021,June,Manningham,45 - 54 years,189
2021,June,Manningham,55+ years,148
2021,June,Mansfield,00 - 17 years,12
2021,June,Mansfield,18 - 24 years,6
2021,June,Mansfield,25 - 34 years,6
2021,June,Mansfield,35 - 44 years,45
2021,June,Mansfield,45 - 54 years,30
2021,June,Mansfield,55+ years,19
2021,June,Maribyrnong,00 - 17 years,48
2021,June,Maribyrnong,18 - 24 years,121
2021,June,Maribyrnong,25 - 34 years,289
2021,June,Maribyrnong,35 - 44 years,198
2021,June,Maribyrnong,45 - 54 years,198
2021,June,Maribyrnong,55+ years,107
2021,June,Maroondah,00 - 17 years,158
2021,June,Maroondah,18 - 24 years,166
2021,June,Maroondah,25 - 34 years,293
2021,June,Maroondah,35 - 44 years,343
2021,June,Maroondah,45 - 54 years,235
2021,June,Maroondah,55+ years,192
2021,June,Melbourne,00 - 17 years,86
2021,June,Melbourne,18 - 24 years,429
2021,June,Melbourne,25 - 34 years,732
2021,June,Melbourne,35 - 44 years,477
2021,June,Melbourne,45 - 54 years,269
2021,June,Melbourne,55+ years,121
2021,June,Melton,00 - 17 years,188
2021,June,Melton,18 - 24 years,432
2021,June,Melton,25 - 34 years,796
2021,June,Melton,35 - 44 years,823
2021,June,Melton,45 - 54 years,494
2021,June,Melton,55+ years,319
2021,June,Merri-bek,00 - 17 years,134
2021,June,Merri-bek,18 - 24 years,249
2021,June,Merri-bek,25 - 34 years,434
2021,June,Merri-bek,35 - 44 years,419
2021,June,Merri-bek,45 - 54 years,387
2021,June,Merri-bek,55+ years,283
2021,June,Mildura,00 - 17 years,131
2021,June,Mildura,18 - 24 years,241
2021,June,Mildura,25 - 34 years,458
2021,June,Mildura,35 - 44 years,353
2021,June,Mildura,45 - 54 years,245
2021,June,Mildura,55+ years,186
2021,June,Mitchell,00 - 17 years,122
2021,June,Mitchell,18 - 24 years,122
2021,June,Mitchell,25 - 34 years,284
2021,June,Mitchell,35 - 44 years,327
2021,June,Mitchell,45 - 54 years,226
2021,June,Mitchell,55+ years,136
2021,June,Moira,00 - 17 years,34
2021,June,Moira,18 - 24 years,59
2021,June,Moira,25 - 34 years,126
2021,June,Moira,35 - 44 years,130
2021,June,Moira,45 - 54 years,87
2021,June,Moira,55+ years,56
2021,June,Monash,00 - 17 years,210
2021,June,Monash,18 - 24 years,208
2021,June,Monash,25 - 34 years,374
2021,June,Monash,35 - 44 years,383
2021,June,Monash,45 - 54 years,322
2021,June,Monash,55+ years,287
2021,June,Moonee Valley,00 - 17 years,93
2021,June,Moonee Valley,18 - 24 years,144
2021,June,Moonee Valley,25 - 34 years,300
2021,June,Moonee Valley,35 - 44 years,246
2021,June,Moonee Valley,45 - 54 years,257
2021,June,Moonee Valley,55+ years,182
2021,June,Moorabool,00 - 17 years,46
2021,June,Moorabool,18 - 24 years,47
2021,June,Moorabool,25 - 34 years,128
2021,June,Moorabool,35 - 44 years,116
2021,June,Moorabool,45 - 54 years,93
2021,June,Moorabool,55+ years,76
2021,June,Mornington Peninsula,00 - 17 years,174
2021,June,Mornington Peninsula,18 - 24 years,194
2021,June,Mornington Peninsula,25 - 34 years,405
2021,June,Mornington Peninsula,35 - 44 years,460
2021,June,Mornington Peninsula,45 - 54 years,479
2021,June,Mornington Peninsula,55+ years,422
2021,June,Mount Alexander,00 - 17 years,19
2021,June,Mount Alexander,18 - 24 years,15
2021,June,Mount Alexander,25 - 34 years,31
2021,June,Mount Alexander,35 - 44 years,52
2021,June,Mount Alexander,45 - 54 years,36
2021,June,Mount Alexander,55+ years,44
2021,June,Moyne,00 - 17 years,17
2021,June,Moyne,18 - 24 years,36
2021,June,Moyne,25 - 34 years,40
2021,June,Moyne,35 - 44 years,35
2021,June,Moyne,45 - 54 years,33
2021,June,Moyne,55+ years,27
2021,June,Murrindindi,00 - 17 years,18
2021,June,Murrindindi,18 - 24 years,16
2021,June,Murrindindi,25 - 34 years,41
2021,June,Murrindindi,35 - 44 years,54
2021,June,Murrindindi,45 - 54 years,35
2021,June,Murrindindi,55+ years,40
2021,June,Nillumbik,00 - 17 years,38
2021,June,Nillumbik,18 - 24 years,50
2021,June,Nillumbik,25 - 34 years,75
2021,June,Nillumbik,35 - 44 years,124
2021,June,Nillumbik,45 - 54 years,123
2021,June,Nillumbik,55+ years,90
2021,June,Northern Grampians,00 - 17 years,20
2021,June,Northern Grampians,18 - 24 years,74
2021,June,Northern Grampians,25 - 34 years,64
2021,June,Northern Grampians,35 - 44 years,65
2021,June,Northern Grampians,45 - 54 years,37
2021,June,Northern Grampians,55+ years,36
2021,June,Port Phillip,00 - 17 years,89
2021,June,Port Phillip,18 - 24 years,129
2021,June,Port Phillip,25 - 34 years,401
2021,June,Port Phillip,35 - 44 years,357
2021,June,Port Phillip,45 - 54 years,258
2021,June,Port Phillip,55+ years,151
2021,June,Pyrenees,00 - 17 years,7
2021,June,Pyrenees,18 - 24 years,10
2021,June,Pyrenees,25 - 34 years,24
2021,June,Pyrenees,35 - 44 years,25
2021,June,Pyrenees,45 - 54 years,22
2021,June,Pyrenees,55+ years,23
2021,June,Queenscliffe,00 - 17 years,
2021,June,Queenscliffe,18 - 24 years,
2021,June,Queenscliffe,25 - 34 years,
2021,June,Queenscliffe,35 - 44 years,
2021,June,Queenscliffe,45 - 54 years,
2021,June,Queenscliffe,55+ years,
2021,June,South Gippsland,00 - 17 years,57
2021,June,South Gippsland,18 - 24 years,53
2021,June,South Gippsland,25 - 34 years,124
2021,June,South Gippsland,35 - 44 years,128
2021,June,South Gippsland,45 - 54 years,111
2021,June,South Gippsland,55+ years,55
2021,June,Southern Grampians,00 - 17 years,20
2021,June,Southern Grampians,18 - 24 years,53
2021,June,Southern Grampians,25 - 34 years,69
2021,June,Southern Grampians,35 - 44 years,58
2021,June,Southern Grampians,45 - 54 years,65
2021,June,Southern Grampians,55+ years,39
2021,June,Stonnington,00 - 17 years,75
2021,June,Stonnington,18 - 24 years,107
2021,June,Stonnington,25 - 34 years,283
2021,June,Stonnington,35 - 44 years,246
2021,June,Stonnington,45 - 54 years,180
2021,June,Stonnington,55+ years,107
2021,June,Strathbogie,00 - 17 years,18
2021,June,Strathbogie,18 - 24 years,9
2021,June,Strathbogie,25 - 34 years,41
2021,June,Strathbogie,35 - 44 years,62
2021,June,Strathbogie,45 - 54 years,20
2021,June,Strathbogie,55+ years,28
2021,June,Surf Coast,00 - 17 years,20
2021,June,Surf Coast,18 - 24 years,17
2021,June,Surf Coast,25 - 34 years,51
2021,June,Surf Coast,35 - 44 years,58
2021,June,Surf Coast,45 - 54 years,78
2021,June,Surf Coast,55+ years,59
2021,June,Swan Hill,00 - 17 years,57
2021,June,Swan Hill,18 - 24 years,95
2021,June,Swan Hill,25 - 34 years,199
2021,June,Swan Hill,35 - 44 years,122
2021,June,Swan Hill,45 - 54 years,95
2021,June,Swan Hill,55+ years,104
2021,June,Towong,00 - 17 years,4
2021,June,Towong,18 - 24 years,4
2021,June,Towong,25 - 34 years,18
2021,June,Towong,35 - 44 years,17
2021,June,Towong,45 - 54 years,10
2021,June,Towong,55+ years,13
2021,June,Wangaratta,00 - 17 years,72
2021,June,Wangaratta,18 - 24 years,83
2021,June,Wangaratta,25 - 34 years,135
2021,June,Wangaratta,35 - 44 years,146
2021,June,Wangaratta,45 - 54 years,122
2021,June,Wangaratta,55+ years,70
2021,June,Warrnambool,00 - 17 years,67
2021,June,Warrnambool,18 - 24 years,91
2021,June,Warrnambool,25 - 34 years,150
2021,June,Warrnambool,35 - 44 years,115
2021,June,Warrnambool,45 - 54 years,143
2021,June,Warrnambool,55+ years,70
2021,June,Wellington,00 - 17 years,114
2021,June,Wellington,18 - 24 years,193
2021,June,Wellington,25 - 34 years,296
2021,June,Wellington,35 - 44 years,319
2021,June,Wellington,45 - 54 years,204
2021,June,Wellington,55+ years,200
2021,June,West Wimmera,00 - 17 years,9
2021,June,West Wimmera,18 - 24 years,2
2021,June,West Wimmera,25 - 34 years,5
2021,June,West Wimmera,35 - 44 years,16
2021,June,West Wimmera,45 - 54 years,6
2021,June,West Wimmera,55+ years,5
2021,June,Whitehorse,00 - 17 years,176
2021,June,Whitehorse,18 - 24 years,153
2021,June,Whitehorse,25 - 34 years,298
2021,June,Whitehorse,35 - 44 years,283
2021,June,Whitehorse,45 - 54 years,278
2021,June,Whitehorse,55+ years,257
2021,June,Whittlesea,00 - 17 years,187
2021,June,Whittlesea,18 - 24 years,388
2021,June,Whittlesea,25 - 34 years,870
2021,June,Whittlesea,35 - 44 years,841
2021,June,Whittlesea,45 - 54 years,523
2021,June,Whittlesea,55+ years,462
2021,June,Wodonga,00 - 17 years,120
2021,June,Wodonga,18 - 24 years,119
2021,June,Wodonga,25 - 34 years,214
2021,June,Wodonga,35 - 44 years,156
2021,June,Wodonga,45 - 54 years,103
2021,June,Wodonga,55+ years,54
2021,June,Wyndham,00 - 17 years,278
2021,June,Wyndham,18 - 24 years,599
2021,June,Wyndham,25 - 34 years,1141
2021,June,Wyndham,35 - 44 years,966
2021,June,Wyndham,45 - 54 years,585
2021,June,Wyndham,55+ years,344
2021,June,Yarra,00 - 17 years,86
2021,June,Yarra,18 - 24 years,127
2021,June,Yarra,25 - 34 years,283
2021,June,Yarra,35 - 44 years,266
2021,June,Yarra,45 - 54 years,205
2021,June,Yarra,55+ years,182
2021,June,Yarra Ranges,00 - 17 years,227
2021,June,Yarra Ranges,18 - 24 years,183
2021,June,Yarra Ranges,25 - 34 years,337
2021,June,Yarra Ranges,35 - 44 years,375
2021,June,Yarra Ranges,45 - 54 years,316
2021,June,Yarra Ranges,55+ years,266
2021,June,Yarriambiack,00 - 17 years,13
2021,June,Yarriambiack,18 - 24 years,10
2021,June,Yarriambiack,25 - 34 years,21
2021,June,Yarriambiack,35 - 44 years,21
2021,June,Yarriambiack,45 - 54 years,22
2021,June,Yarriambiack,55+ years,16
