Year,Year ending,Local Government Area,Age Group,OTH Counter
2023,June,Manningham,25 - 34 years,183
2023,June,Manningham,35 - 44 years,273
2023,June,Manningham,45 - 54 years,214
2023,June,Manningham,55+ years,157
2023,June,Mansfield,00 - 17 years,5
2023,June,Mansfield,18 - 24 years,11
2023,June,Mansfield,25 - 34 years,20
2023,June,Mansfield,35 - 44 years,17
2023,June,Mansfield,45 - 54 years,24
2023,June,Mansfield,55+ years,7
2023,June,Maribyrnong,00 - 17 years,68
2023,June,Maribyrnong,18 - 24 years,132
2023,June,Maribyrnong,25 - 34 years,363
2023,June,Maribyrnong,35 - 44 years,346
2023,June,Maribyrnong,45 - 54 years,206
2023,June,Maribyrnong,55+ years,80
2023,June,Maroondah,00 - 17 years,178
2023,June,Maroondah,18 - 24 years,111
2023,June,Maroondah,25 - 34 years,328
2023,June,Maroondah,35 - 44 years,349
2023,June,Maroondah,45 - 54 years,257
2023,June,Maroondah,55+ years,108
2023,June,Melbourne,00 - 17 years,64
2023,June,Melbourne,18 - 24 years,365
2023,June,Melbourne,25 - 34 years,687
2023,June,Melbourne,35 - 44 years,536
2023,June,Melbourne,45 - 54 years,306
2023,June,Melbourne,55+ years,131
2023,June,Melton,00 - 17 years,187
2023,June,Melton,18 - 24 years,376
2023,June,Melton,25 - 34 years,830
2023,June,Melton,35 - 44 years,778
2023,June,Melton,45 - 54 years,428
2023,June,Melton,55+ years,167
2023,June,Merri-bek,00 - 17 years,110
2023,June,Merri-bek,18 - 24 years,195
2023,June,Merri-bek,25 - 34 years,520
2023,June,Merri-bek,35 - 44 years,525
2023,June,Merri-bek,45 - 54 years,388
2023,June,Merri-bek,55+ years,221
2023,June,Mildura,00 - 17 years,193
2023,June,Mildura,18 - 24 years,268
2023,June,Mildura,25 - 34 years,578
2023,June,Mildura,35 - 44 years,523
2023,June,Mildura,45 - 54 years,231
2023,June,Mildura,55+ years,130
2023,June,Mitchell,00 - 17 years,128
2023,June,Mitchell,18 - 24 years,138
2023,June,Mitchell,25 - 34 years,275
2023,June,Mitchell,35 - 44 years,308
2023,June,Mitchell,45 - 54 years,173
2023,June,Mitchell,55+ years,62
2023,June,Moira,00 - 17 years,38
2023,June,Moira,18 - 24 years,105
2023,June,Moira,25 - 34 years,171
2023,June,Moira,35 - 44 years,131
2023,June,Moira,45 - 54 years,113
2023,June,Moira,55+ years,60
2023,June,Monash,00 - 17 years,119
2023,June,Monash,18 - 24 years,156
2023,June,Monash,25 - 34 years,447
2023,June,Monash,35 - 44 years,483
2023,June,Monash,45 - 54 years,348
2023,June,Monash,55+ years,258
2023,June,Moonee Valley,00 - 17 years,48
2023,June,Moonee Valley,18 - 24 years,116
2023,June,Moonee Valley,25 - 34 years,331
2023,June,Moonee Valley,35 - 44 years,327
2023,June,Moonee Valley,45 - 54 years,262
2023,June,Moonee Valley,55+ years,154
2023,June,Moorabool,00 - 17 years,72
2023,June,Moorabool,18 - 24 years,53
2023,June,Moorabool,25 - 34 years,116
2023,June,Moorabool,35 - 44 years,174
2023,June,Moorabool,45 - 54 years,73
2023,June,Moorabool,55+ years,50
2023,June,Mornington Peninsula,00 - 17 years,193
2023,June,Mornington Peninsula,18 - 24 years,180
2023,June,Mornington Peninsula,25 - 34 years,381
2023,June,Mornington Peninsula,35 - 44 years,549
2023,June,Mornington Peninsula,45 - 54 years,413
2023,June,Mornington Peninsula,55+ years,214
2023,June,Mount Alexander,00 - 17 years,14
2023,June,Mount Alexander,18 - 24 years,19
2023,June,Mount Alexander,25 - 34 years,62
2023,June,Mount Alexander,35 - 44 years,71
2023,June,Mount Alexander,45 - 54 years,38
2023,June,Mount Alexander,55+ years,27
2023,June,Moyne,00 - 17 years,14
2023,June,Moyne,18 - 24 years,31
2023,June,Moyne,25 - 34 years,39
2023,June,Moyne,35 - 44 years,44
2023,June,Moyne,45 - 54 years,25
2023,June,Moyne,55+ years,22
2023,June,Murrindindi,00 - 17 years,9
2023,June,Murrindindi,18 - 24 years,19
2023,June,Murrindindi,25 - 34 years,40
2023,June,Murrindindi,35 - 44 years,50
2023,June,Murrindindi,45 - 54 years,44
2023,June,Murrindindi,55+ years,24
2023,June,Nillumbik,00 - 17 years,37
2023,June,Nillumbik,18 - 24 years,50
2023,June,Nillumbik,25 - 34 years,79
2023,June,Nillumbik,35 - 44 years,112
2023,June,Nillumbik,45 - 54 years,86
2023,June,Nillumbik,55+ years,53
2023,June,Northern Grampians,00 - 17 years,23
2023,June,Northern Grampians,18 - 24 years,30
2023,June,Northern Grampians,25 - 34 years,71
2023,June,Northern Grampians,35 - 44 years,80
2023,June,Northern Grampians,45 - 54 years,55
2023,June,Northern Grampians,55+ years,36
2023,June,Port Phillip,00 - 17 years,36
2023,June,Port Phillip,18 - 24 years,147
2023,June,Port Phillip,25 - 34 years,384
2023,June,Port Phillip,35 - 44 years,467
2023,June,Port Phillip,45 - 54 years,254
2023,June,Port Phillip,55+ years,133
2023,June,Pyrenees,00 - 17 years,8
2023,June,Pyrenees,18 - 24 years,9
2023,June,Pyrenees,25 - 34 years,11
2023,June,Pyrenees,35 - 44 years,16
2023,June,Pyrenees,45 - 54 years,24
2023,June,Pyrenees,55+ years,30
2023,June,Queenscliffe,00 - 17 years,
2023,June,Queenscliffe,35 - 44 years,
2023,June,Queenscliffe,45 - 54 years,
2023,June,Queenscliffe,55+ years,
2023,June,South Gippsland,00 - 17 years,63
2023,June,South Gippsland,18 - 24 years,47
2023,June,South Gippsland,25 - 34 years,94
2023,June,South Gippsland,35 - 44 years,158
2023,June,South Gippsland,45 - 54 years,100
2023,June,South Gippsland,55+ years,43
2023,June,Southern Grampians,00 - 17 years,11
2023,June,Southern Grampians,18 - 24 years,54
2023,June,Southern Grampians,25 - 34 years,80
2023,June,Southern Grampians,35 - 44 years,74
2023,June,Southern Grampians,45 - 54 years,40
2023,June,Southern Grampians,55+ years,25
2023,June,Stonnington,00 - 17 years,42
2023,June,Stonnington,18 - 24 years,113
2023,June,Stonnington,25 - 34 years,238
2023,June,Stonnington,35 - 44 years,258
2023,June,Stonnington,45 - 54 years,194
2023,June,Stonnington,55+ years,107
2023,June,Strathbogie,00 - 17 years,11
2023,June,Strathbogie,18 - 24 years,14
2023,June,Strathbogie,25 - 34 years,22
2023,June,Strathbogie,35 - 44 years,34
2023,June,Strathbogie,45 - 54 years,39
2023,June,Strathbogie,55+ years,24
2023,June,Surf Coast,00 - 17 years,40
2023,June,Surf Coast,18 - 24 years,11
2023,June,Surf Coast,25 - 34 years,54
2023,June,Surf Coast,35 - 44 years,84
2023,June,Surf Coast,45 - 54 years,49
2023,June,Surf Coast,55+ years,31
2023,June,Swan Hill,00 - 17 years,45
2023,June,Swan Hill,18 - 24 years,82
2023,June,Swan Hill,25 - 34 years,163
2023,June,Swan Hill,35 - 44 years,148
2023,June,Swan Hill,45 - 54 years,84
2023,June,Swan Hill,55+ years,49
2023,June,Towong,00 - 17 years,7
2023,June,Towong,18 - 24 years,10
2023,June,Towong,25 - 34 years,24
2023,June,Towong,35 - 44 years,17
2023,June,Towong,45 - 54 years,15
2023,June,Towong,55+ years,14
2023,June,Wangaratta,00 - 17 years,93
2023,June,Wangaratta,18 - 24 years,90
2023,June,Wangaratta,25 - 34 years,104
2023,June,Wangaratta,35 - 44 years,160
2023,June,Wangaratta,45 - 54 years,135
2023,June,Wangaratta,55+ years,43
2023,June,Warrnambool,00 - 17 years,63
2023,June,Warrnambool,18 - 24 years,110
2023,June,Warrnambool,25 - 34 years,177
2023,June,Warrnambool,35 - 44 years,168
2023,June,Warrnambool,45 - 54 years,145
2023,June,Warrnambool,55+ years,65
2023,June,Wellington,00 - 17 years,139
2023,June,Wellington,18 - 24 years,165
2023,June,Wellington,25 - 34 years,330
2023,June,Wellington,35 - 44 years,290
2023,June,Wellington,45 - 54 years,307
2023,June,Wellington,55+ years,115
2023,June,West Wimmera,00 - 17 years,2
2023,June,West Wimmera,18 - 24 years,4
2023,June,West Wimmera,25 - 34 years,11
2023,June,West Wimmera,35 - 44 years,16
2023,June,West Wimmera,45 - 54 years,4
2023,June,West Wimmera,55+ years,4
2023,June,Whitehorse,00 - 17 years,102
2023,June,Whitehorse,18 - 24 years,173
2023,June,Whitehorse,25 - 34 years,319
2023,June,Whitehorse,35 - 44 years,420
2023,June,Whitehorse,45 - 54 years,261
2023,June,Whitehorse,55+ years,159
2023,June,Whittlesea,00 - 17 years,184
2023,June,Whittlesea,18 - 24 years,272
2023,June,Whittlesea,25 - 34 years,721
2023,June,Whittlesea,35 - 44 years,781
2023,June,Whittlesea,45 - 54 years,394
2023,June,Whittlesea,55+ years,257
2023,June,Wodonga,00 - 17 years,125
2023,June,Wodonga,18 - 24 years,154
2023,June,Wodonga,25 - 34 years,317
2023,June,Wodonga,35 - 44 years,247
2023,June,Wodonga,45 - 54 years,153
2023,June,Wodonga,55+ years,59
2023,June,Wyndham,00 - 17 years,278
2023,June,Wyndham,18 - 24 years,623
2023,June,Wyndham,25 - 34 years,1346
2023,June,Wyndham,35 - 44 years,1308
2023,June,Wyndham,45 - 54 years,633
2023,June,Wyndham,55+ years,259
2023,June,Yarra,00 - 17 years,50
2023,June,Yarra,18 - 24 years,124
2023,June,Yarra,25 - 34 years,295
2023,June,Yarra,35 - 44 years,286
2023,June,Yarra,45 - 54 years,196
2023,June,Yarra,55+ years,89
2023,June,Yarra Ranges,00 - 17 years,225
2023,June,Yarra Ranges,18 - 24 years,180
2023,June,Yarra Ranges,25 - 34 years,455
2023,June,Yarra Ranges,35 - 44 years,494
2023,June,Yarra Ranges,45 - 54 years,390
2023,June,Yarra Ranges,55+ years,213
2023,June,Yarriambiack,00 - 17 years,16
2023,June,Yarriambiack,18 - 24 years,6
2023,June,Yarriambiack,25 - 34 years,24
2023,June,Yarriambiack,35 - 44 years,38
2023,June,Yarriambiack,45 - 54 years,19
2023,June,Yarriambiack,55+ years,17
2022,June,Alpine,00 - 17 years,15
2022,June,Alpine,18 - 24 years,4
2022,June,Alpine,25 - 34 years,40
2022,June,Alpine,35 - 44 years,37
2022,June,Alpine,45 - 54 years,31
2022,June,Alpine,55+ years,13
2022,June,Ararat,00 - 17 years,23
2022,June,Ararat,18 - 24 years,41
2022,June,Ararat,25 - 34 years,70
2022,June,Ararat,35 - 44 years,60
2022,June,Ararat,45 - 54 years,53
2022,June,Ararat,55+ years,15
2022,June,Ballarat,00 - 17 years,139
2022,June,Ballarat,18 - 24 years,353
2022,June,Ballarat,25 - 34 years,558
2022,June,Ballarat,35 - 44 years,489
2022,June,Ballarat,45 - 54 years,315
2022,June,Ballarat,55+ years,166
2022,June,Banyule,00 - 17 years,79
2022,June,Banyule,18 - 24 years,125
2022,June,Banyule,25 - 34 years,303
2022,June,Banyule,35 - 44 years,338
2022,June,Banyule,45 - 54 years,221
2022,June,Banyule,55+ years,117
2022,June,Bass Coast,00 - 17 years,94
2022,June,Bass Coast,18 - 24 years,80
2022,June,Bass Coast,25 - 34 years,194
2022,June,Bass Coast,35 - 44 years,235
2022,June,Bass Coast,45 - 54 years,151
2022,June,Bass Coast,55+ years,111
2022,June,Baw Baw,00 - 17 years,73
2022,June,Baw Baw,18 - 24 years,124
2022,June,Baw Baw,25 - 34 years,242
2022,June,Baw Baw,35 - 44 years,254
2022,June,Baw Baw,45 - 54 years,174
2022,June,Baw Baw,55+ years,67
2022,June,Bayside,00 - 17 years,101
2022,June,Bayside,18 - 24 years,71
2022,June,Bayside,25 - 34 years,124
2022,June,Bayside,35 - 44 years,179
2022,June,Bayside,45 - 54 years,181
2022,June,Bayside,55+ years,95
2022,June,Benalla,00 - 17 years,32
2022,June,Benalla,18 - 24 years,54
2022,June,Benalla,25 - 34 years,97
2022,June,Benalla,35 - 44 years,88
2022,June,Benalla,45 - 54 years,46
2022,June,Benalla,55+ years,40
2022,June,Boroondara,00 - 17 years,120
2022,June,Boroondara,18 - 24 years,103
2022,June,Boroondara,25 - 34 years,175
2022,June,Boroondara,35 - 44 years,224
2022,June,Boroondara,45 - 54 years,251
2022,June,Boroondara,55+ years,129
2022,June,Brimbank,00 - 17 years,118
2022,June,Brimbank,18 - 24 years,290
2022,June,Brimbank,25 - 34 years,847
2022,June,Brimbank,35 - 44 years,754
2022,June,Brimbank,45 - 54 years,515
2022,June,Brimbank,55+ years,210
2022,June,Buloke,00 - 17 years,4
2022,June,Buloke,18 - 24 years,10
2022,June,Buloke,25 - 34 years,15
2022,June,Buloke,35 - 44 years,20
2022,June,Buloke,45 - 54 years,19
2022,June,Buloke,55+ years,11
2022,June,Campaspe,00 - 17 years,89
2022,June,Campaspe,18 - 24 years,137
2022,June,Campaspe,25 - 34 years,240
2022,June,Campaspe,35 - 44 years,244
2022,June,Campaspe,45 - 54 years,124
2022,June,Campaspe,55+ years,48
2022,June,Cardinia,00 - 17 years,158
2022,June,Cardinia,18 - 24 years,220
2022,June,Cardinia,25 - 34 years,449
2022,June,Cardinia,35 - 44 years,427
2022,June,Cardinia,45 - 54 years,232
2022,June,Cardinia,55+ years,78
2022,June,Casey,00 - 17 years,354
2022,June,Casey,18 - 24 years,676
2022,June,Casey,25 - 34 years,1462
2022,June,Casey,35 - 44 years,1366
2022,June,Casey,45 - 54 years,745
2022,June,Casey,55+ years,353
2022,June,Central Goldfields,00 - 17 years,22
2022,June,Central Goldfields,18 - 24 years,32
2022,June,Central Goldfields,25 - 34 years,91
2022,June,Central Goldfields,35 - 44 years,90
2022,June,Central Goldfields,45 - 54 years,57
2022,June,Central Goldfields,55+ years,45
2022,June,Colac-Otway,00 - 17 years,38
2022,June,Colac-Otway,18 - 24 years,56
2022,June,Colac-Otway,25 - 34 years,114
2022,June,Colac-Otway,35 - 44 years,94
2022,June,Colac-Otway,45 - 54 years,59
2022,June,Colac-Otway,55+ years,31
2022,June,Corangamite,00 - 17 years,8
2022,June,Corangamite,18 - 24 years,14
2022,June,Corangamite,25 - 34 years,50
2022,June,Corangamite,35 - 44 years,44
2022,June,Corangamite,45 - 54 years,33
2022,June,Corangamite,55+ years,14
2022,June,Darebin,00 - 17 years,103
2022,June,Darebin,18 - 24 years,206
2022,June,Darebin,25 - 34 years,409
2022,June,Darebin,35 - 44 years,461
2022,June,Darebin,45 - 54 years,282
2022,June,Darebin,55+ years,147
2022,June,East Gippsland,00 - 17 years,138
2022,June,East Gippsland,18 - 24 years,286
2022,June,East Gippsland,25 - 34 years,417
2022,June,East Gippsland,35 - 44 years,372
2022,June,East Gippsland,45 - 54 years,286
2022,June,East Gippsland,55+ years,135
2022,June,Frankston,00 - 17 years,230
2022,June,Frankston,18 - 24 years,314
2022,June,Frankston,25 - 34 years,729
2022,June,Frankston,35 - 44 years,714
2022,June,Frankston,45 - 54 years,424
2022,June,Frankston,55+ years,168
2022,June,Gannawarra,00 - 17 years,11
2022,June,Gannawarra,18 - 24 years,15
2022,June,Gannawarra,25 - 34 years,33
2022,June,Gannawarra,35 - 44 years,38
2022,June,Gannawarra,45 - 54 years,42
2022,June,Gannawarra,55+ years,19
2022,June,Glen Eira,00 - 17 years,101
2022,June,Glen Eira,18 - 24 years,163
2022,June,Glen Eira,25 - 34 years,241
2022,June,Glen Eira,35 - 44 years,276
2022,June,Glen Eira,45 - 54 years,258
2022,June,Glen Eira,55+ years,135
2022,June,Glenelg,00 - 17 years,25
2022,June,Glenelg,18 - 24 years,55
2022,June,Glenelg,25 - 34 years,123
2022,June,Glenelg,35 - 44 years,107
2022,June,Glenelg,45 - 54 years,59
2022,June,Glenelg,55+ years,44
2022,June,Golden Plains,00 - 17 years,13
2022,June,Golden Plains,18 - 24 years,12
2022,June,Golden Plains,25 - 34 years,27
2022,June,Golden Plains,35 - 44 years,60
2022,June,Golden Plains,45 - 54 years,38
2022,June,Golden Plains,55+ years,25
2022,June,Greater Bendigo,00 - 17 years,187
2022,June,Greater Bendigo,18 - 24 years,370
2022,June,Greater Bendigo,25 - 34 years,578
2022,June,Greater Bendigo,35 - 44 years,615
2022,June,Greater Bendigo,45 - 54 years,319
2022,June,Greater Bendigo,55+ years,142
2022,June,Greater Dandenong,00 - 17 years,117
2022,June,Greater Dandenong,18 - 24 years,364
2022,June,Greater Dandenong,25 - 34 years,700
2022,June,Greater Dandenong,35 - 44 years,735
2022,June,Greater Dandenong,45 - 54 years,383
2022,June,Greater Dandenong,55+ years,191
2022,June,Greater Geelong,00 - 17 years,481
2022,June,Greater Geelong,18 - 24 years,713
2022,June,Greater Geelong,25 - 34 years,1034
2022,June,Greater Geelong,35 - 44 years,1087
2022,June,Greater Geelong,45 - 54 years,728
2022,June,Greater Geelong,55+ years,305
2022,June,Greater Shepparton,00 - 17 years,124
2022,June,Greater Shepparton,18 - 24 years,247
2022,June,Greater Shepparton,25 - 34 years,498
2022,June,Greater Shepparton,35 - 44 years,420
2022,June,Greater Shepparton,45 - 54 years,294
2022,June,Greater Shepparton,55+ years,128
2022,June,Hepburn,00 - 17 years,11
2022,June,Hepburn,18 - 24 years,25
2022,June,Hepburn,25 - 34 years,26
2022,June,Hepburn,35 - 44 years,57
2022,June,Hepburn,45 - 54 years,32
2022,June,Hepburn,55+ years,25
2022,June,Hindmarsh,00 - 17 years,2
2022,June,Hindmarsh,18 - 24 years,8
2022,June,Hindmarsh,25 - 34 years,20
2022,June,Hindmarsh,35 - 44 years,27
2022,June,Hindmarsh,45 - 54 years,14
2022,June,Hindmarsh,55+ years,11
2022,June,Hobsons Bay,00 - 17 years,55
2022,June,Hobsons Bay,18 - 24 years,117
2022,June,Hobsons Bay,25 - 34 years,293
2022,June,Hobsons Bay,35 - 44 years,303
2022,June,Hobsons Bay,45 - 54 years,157
2022,June,Hobsons Bay,55+ years,89
2022,June,Horsham,00 - 17 years,37
2022,June,Horsham,18 - 24 years,80
2022,June,Horsham,25 - 34 years,142
2022,June,Horsham,35 - 44 years,140
2022,June,Horsham,45 - 54 years,66
2022,June,Horsham,55+ years,42
2022,June,Hume,00 - 17 years,211
2022,June,Hume,18 - 24 years,502
2022,June,Hume,25 - 34 years,1067
2022,June,Hume,35 - 44 years,1096
2022,June,Hume,45 - 54 years,530
2022,June,Hume,55+ years,317
2022,June,Indigo,00 - 17 years,13
2022,June,Indigo,18 - 24 years,20
2022,June,Indigo,25 - 34 years,30
2022,June,Indigo,35 - 44 years,63
2022,June,Indigo,45 - 54 years,33
2022,June,Indigo,55+ years,29
2022,June,Kingston,00 - 17 years,102
2022,June,Kingston,18 - 24 years,177
2022,June,Kingston,25 - 34 years,412
2022,June,Kingston,35 - 44 years,546
2022,June,Kingston,45 - 54 years,340
2022,June,Kingston,55+ years,249
2022,June,Knox,00 - 17 years,170
2022,June,Knox,18 - 24 years,227
2022,June,Knox,25 - 34 years,440
2022,June,Knox,35 - 44 years,508
2022,June,Knox,45 - 54 years,414
2022,June,Knox,55+ years,157
2022,June,Latrobe,00 - 17 years,260
2022,June,Latrobe,18 - 24 years,406
2022,June,Latrobe,25 - 34 years,716
2022,June,Latrobe,35 - 44 years,597
2022,June,Latrobe,45 - 54 years,333
2022,June,Latrobe,55+ years,220
2022,June,Loddon,00 - 17 years,2
2022,June,Loddon,18 - 24 years,7
2022,June,Loddon,25 - 34 years,16
2022,June,Loddon,35 - 44 years,41
2022,June,Loddon,45 - 54 years,27
2022,June,Loddon,55+ years,26
2022,June,Macedon Ranges,00 - 17 years,28
2022,June,Macedon Ranges,18 - 24 years,61
2022,June,Macedon Ranges,25 - 34 years,92
2022,June,Macedon Ranges,35 - 44 years,128
2022,June,Macedon Ranges,45 - 54 years,90
2022,June,Macedon Ranges,55+ years,54
2022,June,Manningham,00 - 17 years,66
2022,June,Manningham,18 - 24 years,80
2022,June,Manningham,25 - 34 years,208
2022,June,Manningham,35 - 44 years,238
2022,June,Manningham,45 - 54 years,196
2022,June,Manningham,55+ years,139
2022,June,Mansfield,00 - 17 years,4
2022,June,Mansfield,18 - 24 years,14
2022,June,Mansfield,25 - 34 years,25
2022,June,Mansfield,35 - 44 years,31
2022,June,Mansfield,45 - 54 years,28
2022,June,Mansfield,55+ years,16
2022,June,Maribyrnong,00 - 17 years,72
2022,June,Maribyrnong,18 - 24 years,111
2022,June,Maribyrnong,25 - 34 years,303
2022,June,Maribyrnong,35 - 44 years,262
2022,June,Maribyrnong,45 - 54 years,168
2022,June,Maribyrnong,55+ years,90
2022,June,Maroondah,00 - 17 years,140
2022,June,Maroondah,18 - 24 years,187
2022,June,Maroondah,25 - 34 years,307
2022,June,Maroondah,35 - 44 years,345
2022,June,Maroondah,45 - 54 years,282
2022,June,Maroondah,55+ years,111
2022,June,Melbourne,00 - 17 years,68
2022,June,Melbourne,18 - 24 years,392
2022,June,Melbourne,25 - 34 years,777
2022,June,Melbourne,35 - 44 years,532
2022,June,Melbourne,45 - 54 years,287
2022,June,Melbourne,55+ years,83
2022,June,Melton,00 - 17 years,188
2022,June,Melton,18 - 24 years,410
2022,June,Melton,25 - 34 years,808
2022,June,Melton,35 - 44 years,800
2022,June,Melton,45 - 54 years,440
2022,June,Melton,55+ years,205
2022,June,Merri-bek,00 - 17 years,105
2022,June,Merri-bek,18 - 24 years,226
2022,June,Merri-bek,25 - 34 years,539
2022,June,Merri-bek,35 - 44 years,512
2022,June,Merri-bek,45 - 54 years,403
2022,June,Merri-bek,55+ years,181
2022,June,Mildura,00 - 17 years,198
2022,June,Mildura,18 - 24 years,303
2022,June,Mildura,25 - 34 years,582
2022,June,Mildura,35 - 44 years,525
2022,June,Mildura,45 - 54 years,244
2022,June,Mildura,55+ years,123
2022,June,Mitchell,00 - 17 years,72
2022,June,Mitchell,18 - 24 years,126
2022,June,Mitchell,25 - 34 years,240
2022,June,Mitchell,35 - 44 years,287
2022,June,Mitchell,45 - 54 years,173
2022,June,Mitchell,55+ years,73
2022,June,Moira,00 - 17 years,27
2022,June,Moira,18 - 24 years,80
2022,June,Moira,25 - 34 years,116
2022,June,Moira,35 - 44 years,139
2022,June,Moira,45 - 54 years,69
2022,June,Moira,55+ years,47
2022,June,Monash,00 - 17 years,138
2022,June,Monash,18 - 24 years,217
2022,June,Monash,25 - 34 years,426
2022,June,Monash,35 - 44 years,493
2022,June,Monash,45 - 54 years,419
2022,June,Monash,55+ years,209
2022,June,Moonee Valley,00 - 17 years,48
2022,June,Moonee Valley,18 - 24 years,117
2022,June,Moonee Valley,25 - 34 years,332
2022,June,Moonee Valley,35 - 44 years,312
2022,June,Moonee Valley,45 - 54 years,239
2022,June,Moonee Valley,55+ years,130
2022,June,Moorabool,00 - 17 years,44
2022,June,Moorabool,18 - 24 years,29
2022,June,Moorabool,25 - 34 years,138
2022,June,Moorabool,35 - 44 years,144
2022,June,Moorabool,45 - 54 years,88
2022,June,Moorabool,55+ years,42
2022,June,Mornington Peninsula,00 - 17 years,196
2022,June,Mornington Peninsula,18 - 24 years,212
2022,June,Mornington Peninsula,25 - 34 years,410
2022,June,Mornington Peninsula,35 - 44 years,538
2022,June,Mornington Peninsula,45 - 54 years,441
2022,June,Mornington Peninsula,55+ years,222
2022,June,Mount Alexander,00 - 17 years,11
2022,June,Mount Alexander,18 - 24 years,11
2022,June,Mount Alexander,25 - 34 years,34
2022,June,Mount Alexander,35 - 44 years,56
2022,June,Mount Alexander,45 - 54 years,44
2022,June,Mount Alexander,55+ years,25
2022,June,Moyne,00 - 17 years,15
2022,June,Moyne,18 - 24 years,20
2022,June,Moyne,25 - 34 years,40
2022,June,Moyne,35 - 44 years,32
2022,June,Moyne,45 - 54 years,45
2022,June,Moyne,55+ years,21
2022,June,Murrindindi,00 - 17 years,12
2022,June,Murrindindi,18 - 24 years,12
2022,June,Murrindindi,25 - 34 years,42
2022,June,Murrindindi,35 - 44 years,65
2022,June,Murrindindi,45 - 54 years,54
2022,June,Murrindindi,55+ years,30
2022,June,Nillumbik,00 - 17 years,47
2022,June,Nillumbik,18 - 24 years,61
2022,June,Nillumbik,25 - 34 years,82
2022,June,Nillumbik,35 - 44 years,96
2022,June,Nillumbik,45 - 54 years,96
2022,June,Nillumbik,55+ years,69
2022,June,Northern Grampians,00 - 17 years,19
2022,June,Northern Grampians,18 - 24 years,39
2022,June,Northern Grampians,25 - 34 years,66
2022,June,Northern Grampians,35 - 44 years,62
2022,June,Northern Grampians,45 - 54 years,57
2022,June,Northern Grampians,55+ years,28
2022,June,Port Phillip,00 - 17 years,51
2022,June,Port Phillip,18 - 24 years,147
2022,June,Port Phillip,25 - 34 years,375
2022,June,Port Phillip,35 - 44 years,437
2022,June,Port Phillip,45 - 54 years,252
